               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  16,            0.077917,            0.054213,           0.0099961,             0.60413,             0.61198,             0.63968,             0.20749,            0.074719,            0.055081,           0.0084081,             0.00703,             0.00703,             0.00703
                  17,            0.072648,            0.050873,            0.010603,             0.72039,             0.66922,             0.73279,             0.32326,            0.057468,            0.055116,           0.0088122,            0.006832,            0.006832,            0.006832
                  18,            0.059498,            0.051366,            0.009334,             0.60836,             0.52064,             0.57781,             0.24621,            0.077898,            0.057415,            0.008298,            0.006634,            0.006634,            0.006634
                  19,            0.065593,             0.05694,           0.0090163,              0.6197,             0.63337,             0.71196,             0.31496,            0.051813,            0.055458,           0.0079809,            0.006436,            0.006436,            0.006436
                  20,            0.056313,            0.050245,           0.0088302,             0.54637,             0.58345,             0.63737,             0.32326,            0.056156,            0.054681,           0.0076598,            0.006238,            0.006238,            0.006238
                  21,            0.055364,             0.04956,           0.0081656,              0.5888,             0.71324,             0.68931,             0.37169,            0.049595,            0.056621,           0.0077882,             0.00604,             0.00604,             0.00604
                  22,             0.04962,            0.049481,           0.0079196,             0.66709,             0.78695,             0.75472,             0.42192,            0.048297,            0.053385,           0.0076557,            0.005842,            0.005842,            0.005842
                  23,            0.048507,            0.051113,           0.0069288,             0.69251,             0.73223,             0.80649,             0.46063,            0.041617,            0.052077,           0.0076613,            0.005644,            0.005644,            0.005644
                  24,            0.046614,            0.052038,           0.0078485,             0.68425,             0.77429,             0.81241,               0.503,            0.046314,            0.052442,           0.0077245,            0.005446,            0.005446,            0.005446
                  25,            0.046541,            0.046435,           0.0077729,             0.82466,             0.81412,             0.87505,             0.55555,            0.038973,            0.050304,           0.0079832,            0.005248,            0.005248,            0.005248
                  26,             0.04373,            0.049027,           0.0078179,              0.6613,             0.87808,             0.84236,             0.44643,            0.045623,             0.05402,           0.0079926,             0.00505,             0.00505,             0.00505
                  27,            0.044059,            0.048073,           0.0081419,             0.75412,             0.88997,             0.90604,             0.58016,            0.037636,            0.050482,           0.0077208,            0.004852,            0.004852,            0.004852
                  28,            0.045091,            0.044441,            0.006998,              0.7434,             0.85073,             0.85026,               0.428,            0.046439,            0.052585,           0.0078361,            0.004654,            0.004654,            0.004654
                  29,            0.045606,            0.048981,            0.007271,             0.79027,             0.89007,             0.90289,             0.51565,            0.040087,            0.049891,           0.0077961,            0.004456,            0.004456,            0.004456
                  30,            0.037649,            0.042427,           0.0064904,             0.78029,             0.78286,             0.88219,             0.52557,            0.038749,            0.049727,           0.0077061,            0.004258,            0.004258,            0.004258
                  31,            0.035943,            0.044936,           0.0064423,             0.87344,             0.90873,             0.94433,             0.66233,             0.03152,            0.048944,           0.0077216,             0.00406,             0.00406,             0.00406
                  32,            0.037912,            0.046896,           0.0060741,             0.85513,              0.8208,             0.91406,             0.54561,            0.045209,            0.051922,           0.0076394,            0.003862,            0.003862,            0.003862
                  33,            0.041243,            0.043834,           0.0065601,             0.81451,             0.91947,               0.938,             0.64048,               0.034,            0.048536,           0.0075454,            0.003664,            0.003664,            0.003664
                  34,            0.035301,            0.044423,           0.0061656,             0.87354,              0.9191,               0.949,             0.57575,            0.034488,            0.048806,           0.0075862,            0.003466,            0.003466,            0.003466
                  35,             0.03443,             0.04321,           0.0062877,             0.88143,             0.90935,              0.9557,             0.68839,              0.0283,            0.047333,           0.0075662,            0.003268,            0.003268,            0.003268
                  36,            0.031152,             0.04066,           0.0060523,             0.92561,             0.86008,              0.9516,             0.64456,            0.030935,            0.048045,           0.0076127,             0.00307,             0.00307,             0.00307
                  37,            0.030728,            0.041587,           0.0057135,             0.85556,             0.91522,             0.95458,             0.69841,            0.029515,            0.047623,            0.007582,            0.002872,            0.002872,            0.002872
                  38,            0.026304,            0.040218,           0.0056075,             0.84233,             0.90964,             0.95229,             0.68669,            0.029433,            0.048181,           0.0075038,            0.002674,            0.002674,            0.002674
                  39,            0.028013,            0.041103,           0.0054925,             0.84304,             0.92084,             0.95368,             0.70456,            0.027371,            0.047209,           0.0072563,            0.002476,            0.002476,            0.002476
                  40,            0.027576,            0.037712,           0.0053568,             0.83645,             0.93374,             0.95288,             0.66488,            0.032055,            0.048815,           0.0071051,            0.002278,            0.002278,            0.002278
                  41,            0.031164,            0.039515,           0.0054221,             0.86032,             0.93509,             0.95689,             0.68676,            0.028895,            0.047605,           0.0069471,             0.00208,             0.00208,             0.00208
                  42,            0.024639,            0.040659,           0.0058751,             0.86364,              0.9425,             0.95893,             0.70883,            0.026113,            0.046888,           0.0067149,            0.001882,            0.001882,            0.001882
                  43,            0.023242,            0.039472,           0.0054903,             0.86184,             0.94842,             0.96009,              0.7152,             0.02544,            0.046256,           0.0065396,            0.001684,            0.001684,            0.001684
                  44,            0.024069,            0.039496,           0.0051705,             0.85959,             0.95498,             0.95958,             0.71203,            0.026071,            0.046742,           0.0065104,            0.001486,            0.001486,            0.001486
                  45,            0.024542,            0.041173,            0.005282,             0.86695,             0.94997,             0.96026,              0.7034,            0.026448,            0.046969,           0.0064474,            0.001288,            0.001288,            0.001288
                  46,            0.024152,            0.040159,           0.0052142,             0.86688,               0.954,             0.95989,             0.72539,            0.024624,            0.045737,           0.0063825,             0.00109,             0.00109,             0.00109
                  47,            0.022145,             0.03604,           0.0049064,             0.86709,              0.9515,             0.95981,             0.72493,             0.02409,            0.045524,           0.0063382,            0.000892,            0.000892,            0.000892
                  48,            0.022656,            0.039054,           0.0055227,             0.87435,             0.94506,             0.95962,             0.72386,            0.024243,            0.045781,           0.0063111,            0.000694,            0.000694,            0.000694
                  49,            0.022125,            0.037542,           0.0049063,             0.87297,             0.94125,             0.96006,             0.73042,            0.023975,            0.045848,           0.0062906,            0.000496,            0.000496,            0.000496
